folder_name,site,image_name,species,year,fish_area,ac_area,ac_ratio,fl,weight,sex,ac_ratio_old,,,
T49,T49,P8220570.jpg,DV,2+,720412,256553,0.356119831,121,19.1,3,0.338710349,,,
T49,T49,P8220572.jpg,DV,2+,832475,299633,0.359930328,128,22.6,3,0.318410763,,,
T49,T49,P8220574.jpg,DV,2+,965053,129527,0.134217499,104,13.5,3,0.127204413,,,
T49,T49,P8220576.jpg,DV,2+,888369,13005,0.014639187,140,28.4,2,0.029119656,,,
T49,T49,P8220578.jpg,DV,2+,754297,95928,0.12717537,133,23.7,3,0.107260138,,,
T49,T49,P8220580.jpg,DV,2+,670443,11442,0.017066328,105,12.4,2,0.04268521,,,
T49,T49,P8220582.jpg,WSC,0+,693561,105339,0.151881377,79,5.1,2,0.177306682,,,
T49,T49,P8220584.jpg,DV,2+,739500,82074,0.110985801,121,16.3,2,0.106617985,,,
T49,T49,P8220586.jpg,WSC,1+,732414,208497,0.284670965,134,23.9,3,0.330800613,,,
T49,T49,P8220588.jpg,DV,2+,730825,51596,0.070599665,102,10.5,2,0.082205726,,,
T49,T49,P8220590.jpg,WSC,1+,681286,276717,0.406168628,155,37.2,3,0.429998562,,,
T49,T49,P8220592.jpg,WSC,1+,716187,210945,0.294538996,132,22.4,2,0.281631753,,,
T49,T49,P8220594.jpg,DV,2+,733074,103737,0.141509588,119,16.5,3,0.141655549,,,
T49,T49,P8220596.jpg,WSC,0+,486251,27744,0.057056952,77,4.4,3,0.097505198,,,
T49,T49,P8220598.jpg,DV,2+,614839,33377,0.054285756,105,11.6,3,0.060936278,,,
T49,T49,P8220603.jpg,WSC,1+,497762,152461,0.306292967,138,24.8,3,0.193432699,,,
T49,T49,P8220605.jpg,DV,2+,801012,14884,0.018581494,166,44.1,2,0.023859817,,,
T49,T49,P8220607.jpg,WSC,1+,854455,36978,0.043276709,128,22.1,2,0.062287657,,,
T49,T49,P8220609.jpg,DV,2+,769116,235513,0.306212587,108,12.1,3,0.269137555,,,
T50,T50,P8209783.jpg,WSC,1+,773642,196627,0.254157608,147,33,2,0.290986012,,,
T50,T50,P8209786.jpg,DV,2+,592446,112307,0.189564956,116,16,3,0.14747842,,,
T50,T50,P8209788.jpg,DV,2+,422886,10789,0.025512786,101,9.6,2,0.030615816,,,
T50,T50,P8209790.jpg,DV,2+,477790,22857,0.047839009,100,9.6,2,0.040413152,,,
T50,T50,P8209792.jpg,DV,2+,616522,35311,0.057274517,122,18.3,3,0.066339887,,,
T50,T50,P8209796.jpg,WSC,1+,523837,218892,0.417862808,128,20.9,2,0.316915376,,,
T50,T50,P8209798.jpg,WSC,1+,643397,246482,0.38309473,125,19.5,3,0.374634945,,,
T50,T50,P8209800.jpg,WSC,1+,532892,205402,0.385447708,143,26.8,2,0.41564895,,,
T50,T50,P8209802.jpg,DV,2+,572438,39309,0.068669445,117,15.4,3,0.066393216,,,
T50,T50,P8209805.jpg,DV,2+,863494,42258,0.048938383,194,69,2,0.048995129,,,
T50,T50,P8209808.jpg,DV,2+,851429,28141,0.033051493,150,31.9,3,0.03704478,,,
T50,T50,P8209810.jpg,WSC,1+,680049,171578,0.252302408,128,22.1,3,0.276038932,,,
T50,T50,P8209812.jpg,WSC,0+,709058,62136,0.087631759,79,4.6,3,0.010712695,,,
T50,T50,P8209816.jpg,DV,2+,717197,54796,0.076402997,155,37.8,2,0.07152707,,,
T50,T50,P8209819.jpg,DV,2+,424655,116473,0.274276766,103,11,3,0.051018393,,,
T50,T50,P8209821.jpg,DV,1+,653463,32328,0.049471814,112,14.1,3,0.052967039,,,
T50,T50,P8209823.jpg,WSC,0+,455849,55167,0.121020338,82,5.6,2,0.09667675,,,
T50,T50,P8209826.jpg,WSC,1+,693693,152509,0.219850856,116,16.4,3,0.269149321,,,
T50,T50,P8209829.jpg,WSC,0+,238709,15726,0.065879376,68,3.3,3,0.072213448,,,
T50,T50,P8209832.jpg,WSC,1+,610778,268479,0.439565603,151,34.4,3,0.439565603,,,
T50,T50,P8209835.jpg,DV,2+,550655,167198,0.303634762,118,18.6,3,0.243686156,,,
T50,T50,P8209839.jpg,WSC,1+,523167,155861,0.297918256,112,13.6,2,0.200712201,,,
T50,T50,P8209846.jpg,DV,2+,714445,34439,0.048203851,186,58.8,3,0.049277411,,,
T50,T50,P8209849.jpg,WSC,0+,200310,6429,0.032095252,63,2.4,2,0.016808946,,,
T50,T50,P8209854.jpg,DV,2+,829121,34807,0.041980604,155,35.5,2,0.032997596,,,
T50,T50,P8209857.jpg,WSC,1+,626361,151883,0.242484765,143,30.5,3,0.282008299,,,
T50,T50,P8209860.jpg,WSC,1+,634426,175455,0.276557077,130,21.7,2,0.327409343,,,
T50,T50,P8209863.jpg,WSC,1+,510274,107773,0.211206136,126,19.5,2,0.257375449,,,
T50,T50,P8209868.jpg,DV,2+,564593,16560,0.029330863,98,8.9,2,0.009605149,,,
T50,T50,P8209872.jpg,WSC,0+,376925,14570,0.038654905,72,3.6,2,0.021412748,,,
T50,T50,P8209875.jpg,DV,2+,646268,40427,0.062554544,167,46.1,2,0.043672285,,,
T50,T50,P8209878.jpg,DV,2+,594540,24410,0.041056952,175,46.9,2,0.032862381,,,
T50,T50,P8209880.jpg,DV,2+,474785,16521,0.034796803,123,17.9,2,0.028779342,,,
T50,T50,P8209884.jpg,DV,2+,753687,13089,0.017366626,141,28.1,2,0.020986165,,,
T50,T50,P8209887.jpg,DV,2+,654213,30978,0.047351551,113,14.1,3,0.043981089,,,
T50,T50,P8209891.jpg,DV,2+,657608,30879,0.046956546,109,13.4,3,0.038602024,,,
T50,T50,P8209894.jpg,WSC,1+,831043,277486,0.333900893,168,44.7,3,0.323357516,,,
T50,T50,P8209900.jpg,DV,2+,796397,57998,0.072825488,192,63.8,3,0.142693908,,,
T50,T50,P8209905.jpg,DV,2+,630106,38581,0.06122938,174,53.9,2,0.074214497,,,
T50,T50,P8209908.jpg,DV,2+,655367,29114,0.044423964,166,45.4,3,0.038657729,,,
T50,T50,P8209912.jpg,DV,2+,683169,52350,0.076628184,122,19.3,2,0.085882117,,,
T50,T50,P8209915.jpg,WSC,1+,785400,222315,0.283059587,178,60.7,3,0.137012987,,,
T50,T50,P8209919.jpg,DV,2+,721543,293582,0.40688081,150,40.1,2,0.366416139,,,
T50,T50,P8209922.jpg,DV,2+,737503,16624,0.022540925,159,37.8,2,0.027633786,,,
T50,T50,P8209926.jpg,DV,1+,559258,15776,0.028208805,103,13,3,0.030790798,,,
T50,T50,P8209930.jpg,WSC,1+,682859,270157,0.39562633,130,21.3,3,0.380257125,,,
T50,T50,P8209933.jpg,WSC,1+,558979,162809,0.291261389,117,14.8,2,0.301440662,,,
TS,TS,P8210108.jpg,WSC,0+,292603,15717,0.053714419,78,3.8,,0.080337174,,,
TS,TS,P8210113.jpg,WSC,0+,512851,30658,0.059779546,61,2.1,3,0.051950937,,,
TS,TS,P8210115.jpg,WSC,0+,524093,95050,0.181360942,72,3.4,2,0.141671421,,,
TS,TS,P8210117.jpg,WSC,0+,311775,6741,0.021621362,54,1.4,2,0.021817015,,,
TS,TS,P8210119.jpg,WSC,0+,554090,22970,0.041455359,67,2.8,3,0.019112419,,,
TS,TS,P8210121.jpg,WSC,1+,474330,53940,0.113718297,98,9,2,0.191777876,,,
TS,TS,P8210123.jpg,WSC,0+,363550,12300,0.033833035,73,3.6,2,0.052749278,,,
TS,TS,P8210125.jpg,WSC,0+,344439,25300,0.073452774,65,2.5,3,0.089618191,,,
TS,TS,P8210127.jpg,DV,2+,446884,28506,0.063788366,102,9.5,2,0.051474208,,,
TS,TS,P8210129.jpg,WSC,0+,381934,24932,0.065278294,82,5.7,2,0.115394283,,,
TS,TS,P8210131.jpg,WSC,0+,341817,22458,0.065701823,75,3.6,,0.065693046,,,
TS,TS,P8210134.jpg,DV,2+,439710,150227,0.341650179,120,16.5,2,0.318298424,,,
TS,TS,P8210136.jpg,WSC,0+,382525,28650,0.074897066,75,3.8,,0.121215607,,,
TS,TS,P8210138.jpg,WSC,0+,468663,27832,0.059385955,75,3.9,3,0.073161312,,,
TS,TS,P8210141.jpg,WSC,0+,342029,14850,0.043417371,68,2.9,2,0.056044955,,,
TS,TS,P8210143.jpg,WSC,0+,358980,21124,0.058844504,75,4,3,0.077065575,,,
TS,TS,P8210146.jpg,DV,2+,498158,27014,0.054227775,112,12.3,3,0.049765335,,,
TS,TS,P8210148.jpg,DV,2+,489194,39028,0.07978021,110,13.7,2,0.140874581,,,
TS,TS,P8210151.jpg,DV,2+,395139,16083,0.040702133,109,13.3,3,0.048618334,,,
TS,TS,P8210154.jpg,WSC,0+,301733,23982,0.079480866,71,3.7,,0.113481124,,,
TS,TS,P8210156.jpg,WSC,0+,300656,6330,0.021053962,71,3.2,,0.007646613,,,
TS,TS,P8210158.jpg,WSC,0+,349004,5975,0.017120148,70,3.2,,0.017014132,,,
TS,TS,P8210160.jpg,WSC,0+,437458,64008,0.146318047,68,3.1,3,0.151219088,,,
TS,TS,P8210162.jpg,WSC,0+,453261,94343,0.20814277,79,4.5,2,0.223875427,,,
TS,TS,P8210164.jpg,WSC,0+,344650,18897,0.054829537,72,3.3,2,0.066687944,,,
TS,TS,P8210166.jpg,WSC,0+,355964,15433,0.043355508,65,2.7,,0.040703554,,,
TS,TS,P8210168.jpg,WSC,0+,366240,35419,0.096709808,70,3,3,0.139263871,,,
TS,TS,P8210171.jpg,DV,0+,499572,5425,0.010859296,83,5.4,2,0.031186696,,,
TS,TS,P8210173.jpg,DV,0+,214749,7771,0.036186432,52,1.2,2,0.032451839,,,
TS,TS,P8210176.jpg,DV,2+,577247,19239,0.033328887,118,17.1,2,0.035887584,,,
TS,TS,P8210178.jpg,DV,2+,436720,28081,0.06429978,107,12.6,3,0.069188496,,,
TS,TS,P8210180.jpg,DV,2+,421306,18297,0.043429241,117,17,2,0.051819817,,,
TS,TS,P8210182.jpg,DV,2+,382852,18425,0.048125646,104,11.6,2,0.059866476,,,
TS,TS,P8210185.jpg,DV,2+,300864,18086,0.06011354,111,12.9,2,0.070380637,,,
TS,TS,P8210187.jpg,DV,2+,438994,20394,0.046456216,104,10.9,3,0.057511037,,,
TS,TS,P8210189.jpg,DV,2+,500347,351,0.000701513,104,10.1,2,0.007710649,,,
TS,TS,P8210191.jpg,DV,2+,571005,106235,0.186049159,113,13.4,2,0.190131435,,,
TS,TS,P8210194.jpg,WSC,1+,419902,62726,0.149382475,87,5.9,2,0.200399141,,,
TS,TS,P8210197.jpg,DV,2+,539003,127867,0.237228735,136,24.4,3,0.229533045,,,
TS,TS,P8210199.jpg,WSC,1+,349354,58947,0.16873143,105,11.4,3,0.216948997,,,
TS,TS,P8210202.jpg,DV,1+,424768,4152,0.009774748,88,6,2,0.019375283,,,
TS,TS,P8210208.jpg,WSC,1+,457483,119664,0.261570375,122,18.6,3,0.289977988,,,
TS,TS,P8210210.jpg,DV,2+,668556,164451,0.245979394,136,24.9,2,0.235528512,,,
TS,TS,P8210212.jpg,DV,2+,711490,19997,0.028105806,135,26.1,2,0.038294284,,,
TS,TS,P8210215.jpg,WSC,1+,632916,172382,0.272361577,128,20.8,2,0.285832559,,,
TS,TS,P8210219.jpg,DV,2+,595092,11633,0.019548238,145,30.6,2,0.021463908,,,
TS,TS,P8210223.jpg,DV,2+,752161,12372,0.016448606,162,40.8,2,0.025154189,,,
TS,TS,P8210228.jpg,WSC,1+,560008,85285,0.152292467,109,13.3,,0.186393766,,,
TS,TS,P8210237.jpg,DV,2+,572922,91660,0.159986874,108,11.7,3,0.155382408,,,
TS,TS,P8210239.jpg,DV,0+,373471,9513,0.025471857,63,2.7,3,0.035890337,,,
TS,TS,P8210242.jpg,DV,1+,612201,20138,0.032894425,92,7.6,3,0.043480818,,,
TS,TS,P8210244.jpg,DV,2+,641398,118130,0.184175816,118,15.2,3,0.143332221,,,
TS,TS,P8210246.jpg,DV,2+,542247,21518,0.039683023,102,10.8,2,0.049838911,,,
TS,TS,P8210248.jpg,DV,0+,356095,4224,0.011862003,62,2.2,3,0.009994524,,,
TS,TS,P8210250.jpg,DV,0+,343451,12823,0.037335748,64,2.4,3,0.053541844,,,
TS,TS,P8210252.jpg,DV,1+,467801,11704,0.025019186,100,9.2,2,0.027545901,,,
TS,TS,P8210254.jpg,DV,1+,499014,7708,0.01544646,101,10.5,3,0.018137768,,,
TS,TS,P8210256.jpg,DV,0+,333991,4501,0.013476411,55,1.5,2,0.023551533,,,
TS,TS,P8210259.jpg,DV,2+,589750,64640,0.109605765,102,10.6,2,0.110050021,,,
TS,TS,P8210262.jpg,DV,1+,635782,22358,0.035166142,98,8,2,0.042731628,,,
TS,TS,P8210264.jpg,DV,1+,507827,13378,0.026343617,91,6,2,0.012825234,,,
TS,TS,P8210266.jpg,DV,0+,377836,6039,0.015983125,65,2.6,2,0.037661843,,,
TS,TS,P8210269.jpg,DV,2+,682314,127878,0.18741811,114,14.9,2,0.214029025,,,
TS,TS,P8210273.jpg,DV,1+,622509,24430,0.039244413,82,4.7,2,0.048073201,,,
TS,TS,P8210275.jpg,DV,2+,710944,40133,0.056450297,101,10.9,3,0.064998087,,,
TS,TS,P8210277.jpg,DV,2+,794051,139787,0.176042849,98,8.8,3,0.166596352,,,
TS,TS,P8210279.jpg,DV,0+,414789,11376,0.027425992,57,1.9,2,0.029301645,,,
TS,TS,P8210283.jpg,DV,0+,421627,17964,0.04260638,66,2.6,2,0.050561278,,,
TS,TS,P8210285.jpg,DV,1+,641474,48587,0.075742742,87,5.7,2,0.061536399,,,
TS,TS,P8210287.jpg,DV,1+,542473,29814,0.054959417,93,7.9,3,0.040538423,,,
TS,TS,P8210290.jpg,DV,2+,641982,176641,0.275149459,103,10.2,3,0.246084781,,,
TS,TS,P8210292.jpg,DV,0+,453223,7003,0.015451555,65,2.6,2,0.017276264,,,
TS,TS,P8210294.jpg,DV,0+,410073,13369,0.032601512,66,2.6,3,0.034920612,,,
TS,TS,P8210296.jpg,DV,0+,446326,49573,0.111069039,63,2.4,2,0.104475204,,,
TS,TS,P8210298.jpg,DV,2+,756216,10413,0.013769875,102,9.9,2,0.031299258,,,
TS,TS,P8210301.jpg,DV,0+,440123,14659,0.033306598,65,2.3,3,0.037487248,,,
TS,TS,P8210304.jpg,DV,0+,468589,9959,0.021253166,66,2.7,3,0.019755052,,,
TS,TS,P8210306.jpg,DV,2+,674676,28363,0.042039438,121,17.4,2,0.051398004,,,
TS,TS,P8210308.jpg,DV,1+,413501,4005,0.009685587,99,9.1,2,0.031327615,,,
TS,TS,P8210311.jpg,DV,2+,625276,59808,0.095650561,109,13.6,3,0.135247475,,,
TS,TS,P8210314.jpg,DV,2+,713343,183814,0.257679686,140,26.8,3,0.249724186,,,
SZ_MandD_MST50,Oct,PA091001.jpg,WSC,1+,706567,12407,0.017594341,248,133.3,1,,,,
SZ_MandD_MST50,Oct,PA091003.jpg,WSC,1+,954898,29676,0.031077665,227,112.3,,,,,
SZ_MandD_MST50,Oct,PA091005.jpg,WSC,1+,780733,282553,0.361907336,161,42.3,,,,,
SZ_MandD_MST50,Oct,PA091008.jpg,WSC,0+,382468,29453,0.07701,86,6,,,,,
SZ_MandD_MST50,Oct,PA091010.jpg,DV,2+,655603,184628,0.281615551,137,21.6,,,,,
SZ_MandD_MST50,Oct,PA091012.jpg,WSC,1+,594208,227423,0.382732982,140,26.6,,,,,
SZ_MandD_MST50,Oct,PA091014.jpg,WSC,1+,805407,229941,0.28549665,144,29.4,1,,,,
SZ_MandD_MST50,Oct,PA091016.jpg,WSC,1+,904781,218526,0.241523639,145,32.7,1,,,,
SZ_MandD_MST50,Oct,PA091018.jpg,WSC,1+,855971,246721,0.288235232,139,26.4,,,,,
SZ_MandD_MST50,Oct,PA091020.jpg,WSC,1+,914992,204606,0.22361507,173,48.5,1,,,,
SZ_MandD_MST50,Oct,PA091022.jpg,WSC,1+,823916,183021,0.222135509,136,26.5,,,,,
SZ_MandD_MST50,Oct,PA091024.jpg,WSC,1+,529367,99500,0.187960338,98,9,,,,,
SZ_MandD_MST50,Oct,PA091026.jpg,WSC,1+,664040,275053,0.414211493,143,30.5,1,,,,
SZ_MandD_MST50,Oct,PA091028.jpg,WSC,1+,668229,159005,0.237949864,109,13.3,,,,,
SZ_MandD_MST50,Oct,PA091030.jpg,WSC,0+,450952,79064,0.17543,88,6.6,,,,,
SZ_MandD_MST50,Oct,PA091034.jpg,WSC,1+,892496,10062,0.011274,342,350,0,,,,
SZ_MandD_MST50,Oct,PA091039.jpg,WSC,1+,1051237,23331,0.022193854,430,640,1,,,,
SZ_MandD_MST50,Oct,PA091044.jpg,WSC,1+,910685,8022,0.008808754,404,500,0,,,,
SZ_MandD_MST50,Oct,PA091049.jpg,WSC,1+,478990,111168,0.232088353,140,25.9,,,,,
SZ_MandD_MST50,Oct,PA091051.jpg,WSC,1+,546243,159908,0.292741509,102,10.5,,,,,
SZ_MandD_MST50,Oct,PA091053.jpg,WSC,1+,413719,100277,0.242379489,90,7.7,,,,,
SZ_MandD_MST50,Oct,PA091055.jpg,WSC,1+,709682,260529,0.367106676,150,32.6,,,,,
SZ_MandD_MST50,Oct,PA091057.jpg,WSC,1+,579464,64424,0.111178606,127,20.3,,,,,
SZ_MandD_MST50,Oct,PA091059.jpg,DV,2+,449331,85251,0.18972873,135,22.5,,,,,
SZ_MandD_MST50,Oct,PA091061.jpg,WSC,1+,697042,167586,0.240424537,113,13.6,,,,,
SZ_MandD_MST50,Oct,PA091063.jpg,WSC,1+,812112,139385,0.17163273,122,16.8,,,,,
SZ_MandD_MST50,Oct,PA091065.jpg,WSC,1+,1111644,201522,0.181282857,160,45.7,,,,,
SZ_MandD_MST50,Oct,PA091068.jpg,WSC,1+,810244,346407,0.427534175,158,41.6,1,,,,
SZ_MandD_MST50,Oct,PA091070.jpg,WSC,1+,994269,77898,0.078347007,146,32.3,,,,,
SZ_MandD_MST50,Oct,PA091072.jpg,WSC,1+,715848,143731,0.200784245,131,23.9,,,,,
SZ_MandD_MST50,Oct,PA091074.jpg,WSC,1+,774294,50978,0.065838041,161,40.4,,,,,
SZ_MandD_MST50,Oct,PA091076.jpg,WSC,1+,887201,47656,0.053714998,200,78.3,2,,,,
SZ_MandD_MST50,Oct,PA091078.jpg,WSC,1+,586129,23756,0.040530327,158,36.1,2,,,,
SZ_MandD_MST50,Oct,PA091080.jpg,WSC,1+,743020,27483,0.036988237,160,39.4,3,,,,
SZ_MandD_MST50,Oct,PA091082.jpg,DV,2+,859412,38717,0.045050569,152,36.7,2,,,,
SZ_MandD_MST50,Oct,PA091084.jpg,WSC,1+,640225,52356,0.0817775,161,38.6,3,,,,
SZ_MandD_MST50,Oct,PA091086.jpg,WSC,1+,846309,83835,0.099059563,163,41.5,2,,,,
SZ_MandD_MST50,Oct,PA091088.jpg,WSC,1+,528961,35896,0.067861336,153,38,2,,,,
SZ_MandD_MST50_re,Oct,PA091090.jpg,DV,2+,882606,79365,0.089921211,127,19,,,,,2
SZ_MandD_MST50_re,Oct,PA091094.jpg,WSC,1+,1004472,6093,0.006066073,304,287.5,1,,,,
SZ_up,Oct,PA090801.jpg,DV,2+,489818,184063,0.37577835,128,19.9,1,0.264357374,,,
SZ_up,Oct,PA090804.jpg,DV,2+,442208,85917,0.194290922,132,22.1,3,0.083315996,,,
SZ_up,Oct,PA090806.jpg,DV,2+,480620,59297,0.123376056,100,9.7,1,0.061037826,,,
SZ_up,Oct,PA090808.jpg,DV,2+,540658,215344,0.398299849,116,15.4,1,0.285085951,,,
SZ_up,Oct,PA090810.jpg,DV,0+,296539,14213,0.047929615,79,4.9,3,0.038892018,,,
SZ_up,Oct,PA090812.jpg,DV,1+,398994,25719,0.064459616,86,5.4,2,0.060832995,,,
SZ_up,Oct,PA090814.jpg,DV,2+,538021,209192,0.388817537,132,19.9,3,0.299421398,,,
SZ_up,Oct,PA090816.jpg,DV,2+,584439,202258,0.346072045,164,37.3,1,0.185158759,,,
SZ_up,Oct,PA090818.jpg,DV,2+,500282,125376,0.250610656,116,12.9,1,0.200486925,,,
SZ_up,Oct,PA090820.jpg,DV,1+,397214,19813,0.049879914,94,7.5,3,0.049431792,,,
SZ_up,Oct,PA090822.jpg,DV,0+,238847,8919,0.037341897,63,2.5,3,0.037249788,,,
SZ_up,Oct,PA090824.jpg,DV,2+,662657,104397,0.157543043,180,40.9,0,0.060105002,,,
SZ_up,Oct,PA090826.jpg,DV,2+,419309,22159,0.052846469,95,7.2,3,0.045789621,,,
SZ_up,Oct,PA090828.jpg,DV,2+,709212,246798,0.347989036,155,33.8,1,0.249767347,,,
SZ_up,Oct,PA090830.jpg,DV,0+,222001,11879,0.053508768,65,2.3,3,0.051837604,,,
SZ_up,Oct,PA090832.jpg,DV,2+,556081,203533,0.366013225,116,14.7,2,0.269494912,,,
SZ_up,Oct,PA090834.jpg,DV,0+,181420,7810,0.043049278,57,1.6,,0.027907618,,,
SZ_up,Oct,PA090836.jpg,WSC,1+,508003,213474,0.420221928,120,16.2,3,0.305608431,,,
SZ_up,Oct,PA090838.jpg,DV,2+,485337,110653,0.227992096,124,17.7,1,0.085410756,,,
SZ_up,Oct,PA090840.jpg,DV,2+,706564,92729,0.13123935,158,30.5,2,0.073853182,,,
SZ_up,Oct,PA090842.jpg,DV,2+,447736,156295,0.349078475,110,12.3,2,0.288777315,,,
SZ_up,Oct,PA090845.jpg,DV,2+,490576,125444,0.255707576,112,13.5,3,0.122735315,,,
SZ_up,Oct,PA090847.jpg,DV,2+,653957,37430,0.057236179,108,11.5,2,0.04619111,,,
SZ_up,Oct,PA090849.jpg,DV,2+,597764,196487,0.328703301,126,18.4,1,0.220647279,,,
SZ_up,Oct,PA090851.jpg,DV,0+,305531,16830,0.055084427,73,3.7,,0.050996462,,,
SZ_up,Oct,PA090854.jpg,DV,2+,749598,183020,0.244157535,177,42.6,0,0.150760808,,,
SZ_up,Oct,PA090856.jpg,DV,1+,453654,26126,0.057590146,92,7.1,3,0.055451952,,,
SZ_up,Oct,PA090858.jpg,DV,2+,768426,317110,0.41267474,136,22.6,2,0.332694365,,,
SZ_up,Oct,PA090860.jpg,DV,2+,633660,143612,0.226638892,109,11.7,2,0.078505823,,,
SZ_up,Oct,PA090862.jpg,DV,1+,410735,17616,0.042888967,88,6.6,3,0.04204414,,,
SZ_up,Oct,PA090864.jpg,DV,1+,407506,30025,0.073679897,84,5.2,3,0.072602612,,,
SZ_up,Oct,PA090866.jpg,DV,1+,445148,27349,0.061437994,87,5.5,3,0.059566706,,,
SZ_up,Oct,PA090868.jpg,DV,1+,432000,33195,0.076840278,88,5.8,3,0.059601852,,,
SZ_up,Oct,PA090870.jpg,DV,2+,715669,360998,0.50442034,150,30.4,1,0.356224735,,,
SZ_up,Oct,PA090872.jpg,DV,1+,356881,18205,0.051011402,78,4.2,2,0.046923204,,,
SZ_up,Oct,PA090874.jpg,DV,1+,410895,20258,0.049302133,84,5.7,3,0.048615826,,,
SZ_up,Oct,PA090876.jpg,DV,1+,381242,25325,0.066427623,81,4.5,2,0.041081518,,,
SZ_up,Oct,PA090878.jpg,DV,1+,271865,12908,0.047479448,77,4.6,3,0.044455888,,,
SZ_up,Oct,PA090880.jpg,DV,1+,327814,15886,0.048460407,82,4.6,2,0.047865558,,,
SZ_up,Oct,PA090882.jpg,DV,2+,764031,225025,0.29452339,162,37,1,0.418025289,,,
SZ_up,Oct,PA090884.jpg,DV,1+,441503,22523,0.051014376,85,5.3,3,0.069762817,,,
SZ_up,Oct,PA090886.jpg,DV,0+,300660,16980,0.056475753,76,3.8,,0.083174534,,,
SZ_up,Oct,PA090888.jpg,DV,0+,314263,22941,0.072999367,85,3.8,,0.064668765,,,
SZ_up,Oct,PA090890.jpg,DV,2+,817658,283445,0.346654714,141,25.2,1,0.154987782,,,
SZ_up,Oct,PA090892.jpg,DV,0+,346053,24196,0.069919926,75,3.3,,0.068862284,,,
SZ_up,Oct,PA090894.jpg,DV,1+,473111,21014,0.044416638,88,6,3,0.044260226,,,
SZ_up,Oct,PA090896.jpg,DV,2+,970204,224562,0.231458539,182,63.9,0,0.085635598,,,
SZ_up,Oct,PA090898.jpg,DV,2+,498212,142319,0.285659518,103,10,2,0.201271748,,,
SZ_up,Oct,PA090900.jpg,DV,2+,806027,89276,0.110760558,148,30.5,0,0.071057173,,,
SZ_up,Oct,PA090902.jpg,DV,2+,508898,34024,0.066858192,104,9.6,2,0.056875838,,,
SZ_up,Oct,PA090904.jpg,DV,0+,177498,13533,0.076243113,68,2.3,,0.066434551,,,
SZ_up,Oct,PA090907.jpg,DV,2+,820697,293210,0.357269492,156,32.9,2,0.265067376,,,
SZ_up,Oct,PA090909.jpg,DV,2+,622123,277913,0.446717128,138,24.3,3,0.36422058,,,
SZ_up,Oct,PA090911.jpg,DV,1+,358477,37080,0.103437599,84,5.1,3,0.079212892,,,
SZ_up,Oct,PA090913.jpg,DV,2+,631795,216012,0.341902041,128,20.3,1,0.228689686,,,
SZ_up,Oct,PA090915.jpg,DV,1+,353853,21849,0.061745979,80,4.4,2,0.057133895,,,
SZ_up,Oct,PA090917.jpg,DV,2+,737787,277699,0.376394542,185,48.2,0,0.226133017,,,
SZ_up,Oct,PA090920.jpg,DV,2+,615366,252087,0.409653767,141,24.2,2,0.242925348,,,
SZ_up,Oct,PA090922.jpg,DV,2+,569023,205413,0.360992438,125,16.6,1,0.229653283,,,
SZ_up,Oct,PA090924.jpg,DV,1+,378136,68843,0.182058836,86,5.6,3,0.067071107,,,
SZ_up,Oct,PA090926.jpg,DV,1+,405256,16726,0.041272677,87,6.3,2,0.040137592,,,
SZ_up,Oct,PA090928.jpg,DV,0+,283267,19177,0.067699379,73,3.2,,0.066040167,,,
SZ_up,Oct,PA090930.jpg,DV,1+,452179,31500,0.069662678,85,5.7,2,0.067575009,,,
SZ_up,Oct,PA090932.jpg,WSC,,966300,142780,0.147787437,185,55.2,,0.147787437,,,
SZ_up,Oct,PA090934.jpg,DV,0+,313919,17671,0.056291591,69,2.3,,0.04640369,,,
SZ_up,Oct,PA090936.jpg,DV,2+,609667,197744,0.324347554,127,19.6,1,0.227179756,,,
SZ_up,Oct,PA090938.jpg,DV,1+,234498,22351,0.095314246,83,5,3,0.085736339,,,
SZ_up,Oct,PA090940.jpg,DV,1+,616197,47663,0.077350263,105,11.2,2,0.068629026,,,
SZ_up,Oct,PA090942jpg.jpg,DV,0+,368249,23645,0.064209271,82,4.4,,0.061933637,,,
SZ_up,Oct,PA090944.jpg,DV,2+,911800,43972,0.048225488,193,69.9,2,0.04449331,,,
SZ_up,Oct,PA090946.jpg,DV,2+,537556,116050,0.215884485,118,14.4,3,0.164939095,,,
SZ_up,Oct,PA090948.jpg,DV,0+,315323,25199,0.079914881,79,3.9,,0.060874088,,,
SZ_up,Oct,PA090950.jpg,DV,1+,386416,126725,0.327949671,102,9.3,2,0.247870171,,,
SZ_up,Oct,PA090952.jpg,DV,1+,500282,26555,0.053080063,93,8.8,3,0.052148588,,,
SZ_up,Oct,PA090954.jpg,DV,2+,688830,245054,0.35575396,159,33.6,2,0.282659225,,,
SZ_up,Oct,PA090956.jpg,DV,2+,711256,276309,0.388480378,131,22.8,1,0.282439797,,,
SZ_up,Oct,PA090958.jpg,DV,2+,710615,261258,0.367650556,129,18.7,2,0.275899045,,,
SZ_up,Oct,PA090960.jpg,DV,2+,603047,36707,0.060869219,131,19.7,3,0.050024293,,,
SZ_up,Oct,PA090963.jpg,DV,2+,597138,217456,0.364163728,149,35.9,1,0.274140986,,,
SZ_up,Oct,PA090965.jpg,DV,2+,571282,158845,0.27805007,120,16,2,0.148075731,,,
SZ_up,Oct,PA090967.jpg,DV,0+,286316,17446,0.060932676,75,3.5,,0.100011736,,,
