filename,fish_area,ac_area,ac_ratio
P8109691.jpg,879992,516161,0.5865519231993018
P8109698.jpg,560718,270082,0.4816717137669916
P8109701.jpg,1100333,266636,0.24232300585368247
P8109705.jpg,624222,202758,0.32481713236636967
P8109710.jpg,652463,27021,0.04141384262402619
P8109714.jpg,911243,371779,0.40799106275713504
P8109720.jpg,853130,301298,0.35316774700221537
P8109727.jpg,1083342,122783,0.11333724714817667
P8139767.jpg,1515409,74,4.883170154064018e-05
P8139776.jpg,1125744,7129,0.006332700862718345
P8209783.jpg,773642,196627,0.254157607782411
P8209796.jpg,523837,218892,0.41786280846904666
P8209798.jpg,643397,246482,0.3830947300034038
P8209800.jpg,532892,205402,0.3854477079783521
P8209810.jpg,680049,171578,0.25230240762062733
P8209812.jpg,372642,4639,0.01244894563683106
P8209823.jpg,455849,55167,0.12102033787504196
P8209826.jpg,693693,152509,0.21985085621449257
P8209829.jpg,238709,15726,0.06587937614417555
P8209832.jpg,610778,339260,0.555455501016736
P8209839.jpg,523167,155861,0.2979182555474638
P8209849.jpg,200310,6429,0.03209525235884379
P8209857.jpg,626361,151883,0.24248476517535414
P8209860.jpg,634426,175455,0.27655707679067376
P8209863.jpg,510274,107773,0.21120613631107993
P8209872.jpg,376925,14570,0.03865490482191417
P8209894.jpg,831043,277486,0.33390089321491184
P8209915.jpg,785400,222315,0.2830595874713522
P8209930.jpg,682859,270157,0.3956263298865505
P8209933.jpg,558979,162809,0.2912613890682834
P8209941.jpg,909912,453,0.0004978503415714926
P8209952 .jpg,981702,9410,0.009585393530827074
P8209958.jpg,969282,2794,0.0028825460495500795
P8209972.jpg,1077339,7726,0.0071713731703762695
P8210008.jpg,297116,68147,0.22936159614426688
P8210010.jpg,266816,46473,0.17417621132165986
P8210012.jpg,426536,85745,0.2010264080874768
P8210016.jpg,620465,170953,0.27552400215967054
P8210018.jpg,562769,233733,0.4153267148688005
P8210020.jpg,672110,249898,0.3718111618633855
P8210022.jpg,652416,185733,0.2846849249558564
P8210024.jpg,493019,72824,0.14771033165050435
P8210032.jpg,237989,14272,0.05996915823840598
P8210034.jpg,576065,130979,0.22736843932542333
P8210046.jpg,701154,137960,0.19676133916372152
P8210049.jpg,333593,44513,0.13343505409286166
P8210052.jpg,541679,183592,0.3389313597167326
P8210056.jpg,527399,102023,0.19344556967305587
P8210059.jpg,381583,73178,0.19177479080567006
P8210062.jpg,609408,189835,0.3115072332493174
P8210067.jpg,545758,154652,0.2833710179236951
P8210069.jpg,829733,266450,0.3211273988138353
P8210071.jpg,345639,67312,0.19474654191222635
P8210073.jpg,253500,20432,0.08059960552268244
P8210075.jpg,753531,189173,0.25104872924936067
P8210077.jpg,413781,46866,0.11326281293727841
P8210079.jpg,425138,68190,0.16039497763079283
P8210082.jpg,591134,125588,0.21245267570466256
P8210088.jpg,283180,61655,0.21772370930150434
P8210090 .jpg,358760,50106,0.13966439959861746
P8210093.jpg,263273,14356,0.05452894903769091
P8210096.jpg,558000,65968,0.11822222222222223
P8210099.jpg,521811,60205,0.11537702348168206
P8210102.jpg,271260,9148,0.033724102337241026
P8210104.jpg,565913,150248,0.26549663994288875
P8210107.jpg,647016,29757,0.04599113468600467
P8210108.jpg,292603,15717,0.053714418512455446
P8210113.jpg,512851,30658,0.059779546105984
P8210115.jpg,524093,95050,0.18136094166493352
P8210117.jpg,311775,6741,0.021621361558816454
P8210119.jpg,554090,22970,0.04145535923766897
P8210121.jpg,474330,53940,0.1137182973878945
P8210123.jpg,363550,12300,0.03383303534589465
P8210125.jpg,344439,25300,0.07345277393094278
P8210129.jpg,381934,24932,0.06527829415553472
P8210131.jpg,341817,22458,0.06570182290523877
P8210136.jpg,382525,28650,0.07489706555127115
P8210138.jpg,468663,27832,0.05938595536664938
P8210141.jpg,342029,14850,0.04341737104163682
P8210143.jpg,358980,21124,0.05884450387208201
P8210154.jpg,301733,23982,0.07948086553343518
P8210156.jpg,300656,6330,0.021053962003086586
P8210158.jpg,349004,5975,0.017120147620084583
P8210160.jpg,437458,64008,0.1463180465324671
P8210162.jpg,453261,94343,0.2081427698390111
P8210164.jpg,344650,18897,0.05482953721166401
P8210166.jpg,355964,15433,0.04335550786034543
P8210168.jpg,366240,35419,0.09670980777632154
P8210194.jpg,419902,62726,0.14938247495844267
P8210199.jpg,349354,58947,0.16873143001081997
P8210208.jpg,457483,119664,0.2615703752926338
P8210215.jpg,632916,172382,0.2723615772077179
P8210228.jpg,560008,85285,0.15229246725046786
P8219975.jpg,204853,15403,0.07519050245786002
P8219979.jpg,292354,19730,0.06748667711062616
P8219983.jpg,721675,214835,0.29768940312467523
P8219989.jpg,236905,30266,0.12775585150165678
P8219993.jpg,243165,13230,0.05440750107951391
P8219996.jpg,761569,173857,0.22828791613104
P8219998.jpg,526452,119714,0.22739774946243912
P8220336.jpg,825413,248464,0.3010177935167001
P8220338.jpg,583317,185767,0.31846663135139214
P8220350.jpg,500935,100288,0.20020162296505534
P8220353.jpg,306939,11730,0.03821606247495431
P8220357.jpg,204530,19751,0.0965677406737398
P8220359.jpg,788204,299635,0.38014904770846125
P8220361.jpg,793460,182434,0.22992211327603157
P8220363.jpg,482753,78864,0.16336304486973668
P8220365.jpg,627727,208534,0.33220492347788133
P8220374.jpg,685189,99477,0.145181840338943
P8220395.jpg,213858,4909,0.02295448381636413
P8220397.jpg,752964,173418,0.23031379986294165
P8220399.jpg,573664,145360,0.253388743236459
P8220401.jpg,604746,30676,0.05072542852701795
P8220411.jpg,589300,171890,0.2916850500593925
P8220413.jpg,835023,160625,0.19235997092295662
P8220415.jpg,616195,162104,0.2630725663142349
P8220417.jpg,686061,196132,0.285881284608803
P8220419.jpg,485066,96508,0.19895849224641596
P8220426.jpg,805326,194072,0.24098563811425436
P8220431.jpg,202534,65996,0.3258514619767545
P8220433.jpg,471661,105727,0.22415887682042823
P8220435.jpg,594344,122525,0.20615165627986487
P8220440.jpg,679713,52686,0.07751212644160109
P8220443.jpg,537779,85680,0.15932195195424143
P8220447.jpg,261353,22259,0.085168335546177
P8220449.jpg,263484,26498,0.10056777641147091
P8220451.jpg,364608,22436,0.061534579603299985
P8220453 .jpg,224431,10811,0.048170707255236575
P8220455.jpg,315097,21285,0.067550627267159
P8220456.jpg,500370,110004,0.2198453144672942
P8220459.jpg,557361,60029,0.10770218942480726
P8220473.jpg,729090,172400,0.23645914770467294
P8220475.jpg,660240,189273,0.28667302798982186
P8220481.jpg,449730,14184,0.031538923354012406
P8220483.jpg,580423,40087,0.06906514731497546
P8220487.jpg,658042,160843,0.2444266475392148
P8220491.jpg,749407,125088,0.1669159748974856
P8220497.jpg,428465,41856,0.09768825925104735
P8220499.jpg,825827,384788,0.4659426247870317
P8220503.jpg,800441,40400,0.05047217721231171
P8220505.jpg,784772,312465,0.39816022997762407
P8220511.jpg,494084,22427,0.04539106710599817
P8220513.jpg,764232,292846,0.38318992138512914
P8220515.jpg,584779,20929,0.035789588887425845
P8220521.jpg,922596,220702,0.23921846615419967
P8220527.jpg,576218,118199,0.2051289616082802
P8220529.jpg,902590,152891,0.16939141803033492
P8220539.jpg,664087,137155,0.20653167431375707
P8220549.jpg,660944,187852,0.2842177249509792
P8220555.jpg,540211,72713,0.1346011095664472
P8220563.jpg,744708,79341,0.10653974443674567
P8220568.jpg,731822,250382,0.34213510935719343
P8220582.jpg,693561,105339,0.15188137741308982
P8220586.jpg,732414,208497,0.2846709647822133
P8220590.jpg,681286,276717,0.40616862815322785
P8220592.jpg,716187,210945,0.29453899610018053
P8220596.jpg,486251,27744,0.0570569520679649
P8220603.jpg,497762,152461,0.30629296732173206
P8220607.jpg,854455,36978,0.04327670854521303
P8230611.jpg,509193,148762,0.2921524844214276
P8230613.jpg,365427,54080,0.1479912540671598
P8230615.jpg,333013,61790,0.18554831192776258
P8230617.jpg,564926,61613,0.10906384198992435
P8230621.jpg,420214,63224,0.1504566720766086
P8230623.jpg,592650,184938,0.3120526449000253
P8230625.jpg,404393,28138,0.06958082855044474
P8230631.jpg,408411,73493,0.1799486301789129
P8230633.jpg,440759,90621,0.20560215446536542
P8230635.jpg,519998,92721,0.17831030119346614
P8230637.jpg,514319,104147,0.20249494963242656
P8230639.jpg,708604,156146,0.22035720938634273
P8230641.jpg,428262,82823,0.19339329662683125
P8230643.jpg,499798,68220,0.13649514403819143
P8230645.jpg,638622,168460,0.26378671577239743
P8230647.jpg,573940,70803,0.12336306931038088
P8230649.jpg,653280,199244,0.3049902032819006
P8230653.jpg,499602,171103,0.34247861297592885
P8230655.jpg,550592,109314,0.1985390270835755
P8230657.jpg,633091,166217,0.2625483540280939
P8230659.jpg,527233,153675,0.29147454730640915
P8230661.jpg,589268,203972,0.3461447083500207
P8230663.jpg,512453,72241,0.14097097685055995
P8230665.jpg,569646,74132,0.13013696225375057
P8230667.jpg,510764,80893,0.15837647132530874
P8230669.jpg,460193,81121,0.17627604070466088
P8230671.jpg,530100,132069,0.24913978494623656
P8230673.jpg,241181,36855,0.1528105447775737
P8230675.jpg,447053,116208,0.25994233345934376
P8230677.jpg,305557,35402,0.11586054320470485
P8230680.jpg,806478,72570,0.08998385572824057
P8230682.jpg,407313,94587,0.23222190305735393
P8230684.jpg,336275,92601,0.27537283473347707
P8230686.jpg,473697,43618,0.09207995828557074
P8230688.jpg,253909,114203,0.44977925162164395
P8230690.jpg,550472,113375,0.20595961284134343
P8230692.jpg,764576,257059,0.33621118109906667
P8230695.jpg,809844,3743,0.004621877793747932
P8230697.jpg,415183,106280,0.25598350606840836
P8230699.jpg,826295,6901,0.008351738785784739
P8230701.jpg,839901,63426,0.07551604296220626
P8230703.jpg,422063,62197,0.14736425604708303
P8230705.jpg,633931,155632,0.2455030594812369
